ID,Measure,Subject,Category,SubCategory,HebSubject,HebCategory,HebSubCategory,Year
EC04Q06C,Acquired skills - Student financing - No,Acquired skills,Student financing,never,רכישת כישורים,,אף פעם,2012
EC05Q01,First language learned,Language,First language learned,,שפה,שפה ראשונה,,2012
EC06Q01,Age started learning <test language>,Language,Age started learning ,Test Language,שפה,גיל למיה,,2012
EC07Q01,Language spoken - Mother,Language,Spoken,Mother,שפה,שפה מדוברת,אמא,2012
EC07Q02,Language spoken - Father,Language,Spoken,Father,שפה,שפה מדוברת,אבא,2012
EC07Q03,Language spoken - Siblings,Language,Spoken,Siblings,שפה,שפה מדוברת,אחים/אחיות,2012
EC07Q04,Language spoken - Best friend,Language,Spoken,Best friend,שפה,שפה מדוברת,החבר/ה הכי טוב,2012
EC07Q05,Language spoken - Schoolmates,Language,Spoken,Schoolmates,שפה,שפה מדוברת,חברי בית הספר,2012
EC08Q01,Activities language - Reading,Language,Activities,Reading,שפה,פעילויות שפה,קריאה,2012
EC08Q02,Activities language - Watching TV,Language,Activities,Watching TV,שפה,פעילויות שפה,צפייה בטלוויזיה,2012
EC08Q03,Activities language - Internet surfing,Language,Activities,Internet surfing,שפה,פעילויות שפה,גלישה באינטרנט,2012
EC08Q04,Activities language - Writing emails,Language,Activities,Writing emails,שפה,פעילויות שפה,כתיבת מיילים,2012
EC09Q03,Types of support <test language> - remedial lessons,Language,Support,Remedial lessons,שפה,סוגי תמיכה,הוראה מתקנת,2012
EC10Q01,Amount of support <test language>,Language,Support,Amount,שפה,כמות תמיכה,שפת מבחן,2012
EC11Q02,Attend lessons <heritage language> - focused,Language,Attend lessons,focused,שפה,,ממוקד,2012
EC11Q03,Attend lessons <heritage language> - school subjects,Language,Attend lessons,school subjects,שפה,,נושאי בתי ספר,2012
EC12Q01,Instruction in <heritage language>,Language,Instruction,,שפה,,,2012
ST22Q01,Acculturation - Mother Immigrant,Acculturation,Mother Immigrant,,השתלבות עולים,אמא עולה,,2012
ST23Q01,Acculturation - Enjoy <Host Culture> Friends,Acculturation,Host Culture,Enjoy Friends,השתלבות עולים,תרבות נרכשת,חברים,2012
ST23Q02,Acculturation - Enjoy <Heritage Culture> Friends,Acculturation,Heritage Culture,Enjoy Friends,השתלבות עולים,תרבות מולדת,חברים,2012
ST23Q03,Acculturation - Enjoy <Host Culture> Celebrations,Acculturation,Host Culture,Enjoy Celebrations,השתלבות עולים,תרבות נרכשת,,2012
ST23Q04,Acculturation - Enjoy <Heritage Culture> Celebrations,Acculturation,Heritage Culture,Enjoy Celebrations,השתלבות עולים,תרבות מולדת,,2012
ST23Q05,Acculturation - Spend Time with <Host Culture> Friends,Acculturation,Host Culture,Spend Time with Friends,השתלבות עולים,תרבות נרכשת,מבלה עם חברים,2012
ST23Q06,Acculturation - Spend Time with <Heritage Culture> Friends,Acculturation,Heritage Culture,Spend Time with Friends,השתלבות עולים,תרבות מולדת,מבלה עם חברים,2012
ST23Q07,Acculturation - Participate in <Host Culture> Celebrations,Acculturation,Host Culture,Participate in Celebrations,השתלבות עולים,תרבות נרכשת,משתתף במסיבות,2012
ST23Q08,Acculturation - Participate in <Heritage Culture> Celebrations,Acculturation,Heritage Culture,Participate in Celebrations,השתלבות עולים,תרבות מולדת,משתתף במסיבות,2012
ST24Q01,Acculturation - Perceived Host-Heritage Cultural Differences - Values,Acculturation,Perceived Host Heritage Cultural Differences,Values,השתלבות עולים,תרבות נרכשת,ערכים,2012
ST24Q02,Acculturation - Perceived Host-Heritage Cultural Differences - Mother Treatment,Acculturation,Perceived Host Heritage Cultural Differences,Mother Treatment,השתלבות עולים,תרבות נרכשת,סיוע אמא,2012
ST24Q03,Acculturation - Perceived Host-Heritage Cultural Differences - Teacher Treatment,Acculturation,Perceived Host Heritage Cultural Differences,Teacher Treatment,השתלבות עולים,תרבות נרכשת,סיוע מורה,2012
SCLANG,Language of test,,,,,שפת המבחן,,2012
STRATUM,General Stratum,,,,,סוג בית ספר,,2012
SES,SES-Israeli,,,,,מדד טיפוח,,2012
CLCUSE1,Calculator Use,OECDindex,Calculator Use,,מדדים,שימוש במחשבון,,2012
CLCUSE301,Effort-real 1,OECDindex,Effort-real 1,,מדדים,מאמצים - מדד 1,,2012
CLCUSE302,Effort-real 2,OECDindex,Effort-real 2,,מדדים,מאמצים - מדד 2,,2012
DEFFORT,Difference in Effort,OECDindex,Difference in Effort,,מדדים,הבדל במאמצים,,2012
QUESTID,Student Questionnaire Form,OECDindex,Student Questionnaire Form,,מדדים,טופס שאלון תלמיד,,2012
BOOKID,Booklet ID,OECDindex,Booklet ID,,מדדים,מספר חוברת,,2012
EASY,Standard or simplified set of booklets,OECDindex,Standard or simplified set of booklets,,מדדים,סוג החוברת,,2012
AGE,Age of student,OECDindex,Age of student,,מדדים,גיל התלמיד,,2012
GRADE,Grade compared to modal grade in country,OECDindex,Grade compared to modal grade in country,,מדדים,הגיל,,2012
PROGN,Unique national study programme code,OECDindex,Unique national study programme code,,מדדים,,,2012
ANXMAT,Mathematics Anxiety,OECDindex,Mathematics Anxiety,,מדדים,חרדה ממתמטיקה,,2012
ATSCHL,Attitude towards School: Learning Outcomes,OECDindex,Attitude towards School: Learning Outcomes,,מדדים,גישה כלפי בית הספר - למידת התוצרים,,2012
ATTLNACT,Attitude towards School: Learning Activities,OECDindex,Attitude towards School: Learning Activities,,מדדים,גישה כלפי בית הספר - למידת פעילויות,,2012
BELONG,Sense of Belonging to School,OECDindex,Sense of Belonging to School,,מדדים,תחושת שייכות לבית הספר,,2012
BFMJ2,Father SQ ISEI,OECDindex,Father SQ ISEI,,מדדים,השכלת אב,,2012
BMMJ1,Mother SQ ISEI,OECDindex,Mother SQ ISEI,,מדדים,השכלת אם,,2012
CLSMAN,Mathematics Teacher's Classroom Management,OECDindex,Mathematics Teacher's Classroom Management,,מדדים,ניהול שיעורי מתמטיקה,,2012
COBN_F,Country of Birth National Categories- Father,OECDindex,Country of Birth National Categories- Father,,מדדים,מדינת לידה - אבא,,2012
COBN_M,Country of Birth National Categories- Mother,OECDindex,Country of Birth National Categories- Mother,,מדדים,מדינת לידה - אמא,,2012
COBN_S,Country of Birth National Categories- Self,OECDindex,Country of Birth National Categories- Self,,מדדים,מדינת לידה - תלמיד,,2012
COGACT,Cognitive Activation in Mathematics Lessons,OECDindex,Cognitive Activation in Mathematics Lessons,,מדדים,הפעלת קוגניטיבית בשיעורי מתמטיקה,,2012
CULTDIST,Cultural Distance between Host and Heritage Culture,OECDindex,Cultural Distance between Host and Heritage Culture,,מדדים,הבדל תרבותי בין מהגרים לילידים,,2012
CULTPOS,Cultural Possessions,OECDindex,Cultural Possessions,,מדדים,,,2012
DISCLIMA,Disciplinary Climate,OECDindex,Disciplinary Climate,,מדדים,אקלים משמעת,,2012
ENTUSE,ICT Entertainment Use,OECDindex,ICT Entertainment Use,,מדדים,,,2012
ESCS,"Index of economic, social and cultural status",OECDindex,"Index of economic, social and cultural status",,מדדים,,,2012
EXAPPLM,Experience with Applied Mathematics Tasks at School,OECDindex,Experience with Applied Mathematics Tasks at School,,מדדים,ניסיון עם משימות מתמטיקה יישומית בבית הספר,,2012
EXPUREM,Experience with Pure Mathematics Tasks at School,OECDindex,Experience with Pure Mathematics Tasks at School,,מדדים,ניסיון עם משימות מתמטיקה טהורה בבית הספר,,2012
FAILMAT,Attributions to Failure in Mathematics,OECDindex,Attributions to Failure in Mathematics,,מדדים,,,2012
FAMCON,Familiarity with Mathematical Concepts,OECDindex,Familiarity with Mathematical Concepts,,מדדים,היכרות עם מושגים מתמטים,,2012
FAMCONC,Familiarity with Mathematical Concepts (Signal Detection Adjusted),OECDindex,Familiarity with Mathematical Concepts (Signal Detection Adjusted),,מדדים,,,2012
FAMSTRUC,Family Structure,OECDindex,Family Structure,,מדדים,מבנה המשפחה,,2012
FISCED,Educational level of father (ISCED),OECDindex,Educational level of father (ISCED),,מדדים,,,2012
HEDRES,Home educational resources,OECDindex,Home educational resources,,מדדים,משאבי חינוך בבית,,2012
HERITCUL,Acculturation: Heritage Culture Oriented Strategies,OECDindex,Acculturation: Heritage Culture Oriented Strategies,,מדדים,,,2012
HISCED,Highest educational level of parents,OECDindex,Highest educational level of parents,,מדדים,,,2012
HISEI,Highest parental occupational status,OECDindex,Highest parental occupational status,,מדדים,,,2012
HOMEPOS,Home Possessions,OECDindex,Home Possessions,,מדדים,,,2012
HOMSCH,ICT Use at Home for School-related Tasks,OECDindex,ICT Use at Home for School-related Tasks,,מדדים,,,2012
HOSTCUL,Acculturation: Host Culture Oriented Strategies,OECDindex,Acculturation: Host Culture Oriented Strategies,,מדדים,,,2012
ICTATTNEG,Attitudes Towards Computers: Limitations of the Computer as a Tool for School Learning,OECDindex,Attitudes Towards Computers: Limitations of the Computer as a Tool for School Learning,,מדדים,מגבלות מחשב ככלי לימוד בבית ספר,,2012
ICTATTPOS,Attitudes Towards Computers: Computer as a Tool for School Learning,OECDindex,Attitudes Towards Computers: Computer as a Tool for School Learning,,מדדים,מחשב ככלי לימוד בבית ספר,,2012
ICTHOME,ICT Availability at Home,OECDindex,ICT Availability at Home,,מדדים,,,2012
ICTSCH,ICT Availability at School,OECDindex,ICT Availability at School,,מדדים,,,2012
IMMIG,Immigration status,OECDindex,Immigration status,,מדדים,סטטוס הגירה,,2012
INFOCAR,Information about Careers,OECDindex,Information about Careers,,מדדים,מידע על קריירה,,2012
INFOJOB1,Information about the Labour Market provided by the School,OECDindex,Information about the Labour Market provided by the School,,מדדים,מידע על שוק העבודה שמסופק בבית הספר,,2012
INFOJOB2,Information about the Labour Market provided outside of School,OECDindex,Information about the Labour Market provided outside of School,,מדדים,מידע על שוק העבודה שמסופק מחוץ לבית הספר,,2012
INSTMOT,Instrumental Motivation for Mathematics,OECDindex,Instrumental Motivation for Mathematics,,מדדים,מוטיבציה אינסטרומנטלית למתמטיקה,,2012
INTMAT,Mathematics Interest,OECDindex,Mathematics Interest,,מדדים,עניין במתמטיקה,,2012
ISCEDD,ISCED designation,OECDindex,ISCED designation,,מדדים,,,2012
ISCEDL,ISCED level,OECDindex,ISCED level,,מדדים,,,2012
ISCEDO,ISCED orientation,OECDindex,ISCED orientation,,מדדים,,,2012
LANGCOMM,Preference for Heritage Language in Conversations with Family and Friends,OECDindex,Preference for Heritage Language in Conversations with Family and Friends,,מדדים,,,2012
LANGN,Language at home (3-digit code),OECDindex,Language at home,,מדדים,שפה בבית,,2012
LANGRPPD,Preference for Heritage Language in Language Reception and Production,OECDindex,Preference for Heritage Language in Language Reception and Production,,מדדים,,,2012
LMINS,Learning time (minutes per week) - <test language>,OECDindex,Learning time (minutes per week) - <test language>,,מדדים,,,2012
MATBEH,Mathematics Behaviour,OECDindex,Mathematics Behaviour,,מדדים,התנהגות מתמטיקה,,2012
MATHEFF,Mathematics Self-Efficacy,OECDindex,Mathematics Self-Efficacy,,מדדים,הערכה עצמית במתמטיקה,,2012
MATINTFC,Mathematics Intentions,OECDindex,Mathematics Intentions,,מדדים,,,2012
MATWKETH,Mathematics Work Ethic,OECDindex,Mathematics Work Ethic,,מדדים,אתיקת עבודה במתמטיקה,,2012
MISCED,Educational level of mother (ISCED),OECDindex,Educational level of mother (ISCED),,מדדים,השכלת האם,,2012
MMINS,Learning time (minutes per week)- <Mathematics>,OECDindex,Learning time (minutes per week)- <Mathematics>,,מדדים,זמן למידה בשבוע (בדקות) במתמטיקה,,2012
MTSUP,Mathematics Teacher's Support,OECDindex,Mathematics Teacher's Support,,מדדים,תמיכת המורה למתמטיקה,,2012
OCOD1,ISCO-08 Occupation code - Mother,OECDindex,ISCO-08 Occupation code - Mother,,מדדים,עבודת האם,,2012
OCOD2,ISCO-08 Occupation code - Father,OECDindex,ISCO-08 Occupation code - Father,,מדדים,עבודת האב,,2012
OPENPS,Openness for Problem Solving,OECDindex,Openness for Problem Solving,,מדדים,פתיחות לפתירת בעיות,,2012
OUTHOURS,Out-of-School Study Time,OECDindex,Out-of-School Study Time,,מדדים,זמן למידה מחוץ לבית הספר,,2012
PARED,Highest parental education in years,OECDindex,Highest parental education in years,,מדדים,,,2012
PERSEV,Perseverance,OECDindex,Perseverance,,מדדים,,,2012
REPEAT,Grade Repetition,OECDindex,Grade Repetition,,מדדים,,,2012
SCMAT,Mathematics Self-Concept,OECDindex,Mathematics Self-Concept,,מדדים,הערכה עצמית במתמטיקה,,2012
SMINS,Learning time (minutes per week) - <Science>,OECDindex,Learning time (minutes per week) - <Science>,,מדדים,זמן למידה בשבוע (בדקות) במדעים,,2012
STUDREL,Teacher Student Relations,OECDindex,Teacher Student Relations,,מדדים,יחסי מורה-תלמיד,,2012
SUBNORM,Subjective Norms in Mathematics,OECDindex,Subjective Norms in Mathematics,,מדדים,נורמות אישיות במתמטיקה,,2012
TCHBEHFA,Teacher Behaviour: Formative Assessment,OECDindex,Teacher Behaviour: Formative Assessment,,מדדים,התנהגות מורה: הערכה פורמלית,,2012
TCHBEHSO,Teacher Behaviour: Student Orientation,OECDindex,Teacher Behaviour: Student Orientation,,מדדים,התנהגות מורה: אוריינות תלמיד,,2012
TCHBEHTD,Teacher Behaviour: Teacher-directed Instruction,OECDindex,Teacher Behaviour: Teacher-directed Instruction,,מדדים,התנהגות מורה,,2012
TEACHSUP,Teacher Support,OECDindex,Teacher Support,,מדדים,תמיכת מורה,,2012
TESTLANG,Language of the test,OECDindex,Language of the test,,מדדים,שפת המבחן,,2012
TIMEINT,Time of computer use (mins),OECDindex,Time of computer use (mins),,מדדים,זמן שימוש במחשב (דקות),,2012
USEMATH,Use of ICT in Mathematic Lessons,OECDindex,Use of ICT in Mathematic Lessons,,מדדים,,,2012
USESCH,Use of ICT at School,OECDindex,Use of ICT at School,,מדדים,,,2012
WEALTH,Wealth,OECDindex,Wealth,,מדדים,עושר,,2012
ANCATSCHL,Attitude towards School: Learning Outcomes (Anchored),OECDindex,Attitude towards School: Learning Outcomes ,,מדדים,גישה לבית הספר: למידת תוצרים,,2012
ANCATTLNACT,Attitude towards School: Learning Activities (Anchored),OECDindex,Attitude towards School: Learning Activities ,,מדדים,גישה לבית הספר: למידת פעילויות,,2012
ANCBELONG,Sense of Belonging to School (Anchored),OECDindex,Sense of Belonging to School ,,מדדים,תחושת שייכות לבית הספר,,2012
ANCCLSMAN,Mathematics Teacher's Classroom Management (Anchored),OECDindex,Mathematics Teacher's Classroom Management ,,מדדים,ניהול הכיתה של מורת מתמטיקה,,2012
ANCCOGACT,Cognitive Activation in Mathematics Lessons (Anchored),OECDindex,Cognitive Activation in Mathematics Lessons ,,מדדים,פעילות קוגנטיבית בשיעורי מתמטיקה,,2012
ANCINSTMOT,Instrumental Motivation for Mathematics (Anchored),OECDindex,Instrumental Motivation for Mathematics ,,מדדים,מוטיבציה אינסטרומנטלית למתמטיקה,,2012
ANCINTMAT,Mathematics Interest (Anchored),OECDindex,Mathematics Interest ,,מדדים,עניין במתמטיקה,,2012
ANCMATWKETH,Mathematics Work Ethic (Anchored),OECDindex,Mathematics Work Ethic ,,מדדים,אתיקת עבודה במתמטיקה,,2012
ANCMTSUP,Mathematics Teacher's Support (Anchored),OECDindex,Mathematics Teacher's Support ,,מדדים,תמיכת המורה למתמטיקה,,2012
ANCSCMAT,Mathematics Self-Concept (Anchored),OECDindex,Mathematics Self Concept,,מדדים,הערכה עצמית במתמטיקה,,2012
ANCSTUDREL,Teacher Student Relations (Anchored),OECDindex,Teacher Student Relations ,,מדדים,יחסי מורה-תלמיד,,2012
ANCSUBNORM,Subjective Norms in Mathematics (Anchored),OECDindex,Subjective Norms in Mathematics ,,מדדים,נורמות אישיות במתמטיקה,,2012
SC01Q01,Public or private,The Structure and Organisation of the School,Funding,Public or private,אופי בית הספר,ציבורי או פרטי,,2012
SC02Q01,Funding - Government,The Structure and Organisation of the School,Funding,Government,אופי בית הספר,אחוזי מימון,,2012
SC02Q02,Funding - Student fees,The Structure and Organisation of the School,Funding,Student fees,אופי בית הספר,מימון הורים,,2012
SC02Q03,Funding - Benefactors,The Structure and Organisation of the School,Funding,Benefactors,אופי בית הספר,מימון תורמים,,2012
SC02Q04,Funding - Other,The Structure and Organisation of the School,Funding,Other,אופי בית הספר,מימון אחר,,2012
SC03Q01,School Location,The Structure and Organisation of the School,Enrolment,School Location,אופי בית הספר,גודל יישוב,,2012
SC04Q01,Competition between schools,The Structure and Organisation of the School,Enrolment,Competition between schools,אופי בית הספר,תחרות עם בתי ספר,,2012
SC05Q01,Class size in <test language>,The Structure and Organisation of the School,Enrolment,Class size in <test language>,אופי בית הספר,גודל כיתות,סך הכל,2012
SC07Q01,Enrolment - Number of boys,The Student and Teacher Body,Enrolment,Number of boys,אופי בית הספר,גודל כיתות,בנים,2012
SC07Q02,Enrolment - Number of girls,The Student and Teacher Body,Enrolment,Number of girls,אופי בית הספר,גודל כיתות,בנות,2012
SC09Q11,No. of teachers - Total Full Time,The Student and Teacher Body,No. of teachers ,Total Full Time,מורים,מספר מורים,משרה מלאה,2012
SC09Q12,No. of teachers - Total Part time,The Student and Teacher Body,No. of teachers,Total Part time,מורים,מספר מורים,משרה חלקית,2012
SC09Q21,No. of teachers - Certified Full Time,The Student and Teacher Body,No. of teachers  ,Certified Full Time,מורים,מספר מורים,מוסמכים על ידי משרד החינוך במשרה מלאה,2012
SC09Q22,No. of teachers - Certified Part Time,The Student and Teacher Body,No. of teachers,Certified Part Time,מורים,מספר מורים,מוסמכים על ידי משרד החינוך במשרה חלקית,2012
SC09Q31,No. of teachers - <ISCED5A> Qualified Full Time,The Student and Teacher Body,No. of teachers,Qualified Full Time,מורים,מספר מורים,בעלי תואר אקדמי במשרה מלאה,2012
SC09Q32,No. of teachers - <ISCED5A> Qualified Part Time,The Student and Teacher Body,No. of teachers,Qualified Part Time,מורים,מספר מורים,בעלי תואר אקדמי במשרה חלקית,2012
SC10Q11,No. of maths teachers - Total Full Time,The Student and Teacher Body,No. of maths teachers,Total Full Time,מורים,מספר מורים למתמטיקה,משרה מלאה,2012
SC10Q12,No. of maths teachers - Total Part time,The Student and Teacher Body,No. of maths teachers,Total Part time,מורים,מספר מורים למתמטיקה,משרה חלקית,2012
SC10Q21,No. of maths teachers - <ISCED5A> Qual Maths Major Full Time,The Student and Teacher Body,No. of maths teachers,Qual Maths Major Full Time,מורים,מספר מורים למתמטיקה,בעלי תואר במתמטיקה במשרה מלאה,2012
SC10Q22,No. of maths teachers - <ISCED5A> Qual Maths Major Part Time,The Student and Teacher Body,No. of maths teachers,Qual Maths Major Part Time,מורים,מספר מורים למתמטיקה,בעלי תואר במתמטיקה במשרה חלקית,2012
SC10Q41,No. of maths teachers - <ISCED5A> Qual Pedagogy Full Time,The Student and Teacher Body,No. of maths teachers,Qual Pedagogy Full Time,מורים,מספר מורים למתמטיקה,,2012
SC10Q42,No. of maths teachers - <ISCED5A> Qual Pedagogy Part Time,The Student and Teacher Body,No. of maths teachers,Qual Pedagogy Part Time,מורים,מספר מורים למתמטיקה,,2012
SC10Q51,No. of maths teachers - <ISCED5B> Qual Full Time,The Student and Teacher Body,No. of maths teachers ,<ISCED5B> Qual Full Time,מורים,מספר מורים למתמטיקה,,2012
SC10Q52,No. of maths teachers - <ISCED5B> Qual Part Time,The Student and Teacher Body,No. of maths teachers,<ISCED5B> Qual Part Time,מורים,מספר מורים למתמטיקה,,2012
SC10Q61,No. of maths teachers - <ISCED5A> Qual Full Time,The Student and Teacher Body,No. of maths teachers ,<ISCED5A> Qual Full Time,מורים,מספר מורים למתמטיקה,,2012
SC10Q62,No. of maths teachers - <ISCED5A> Qual Part Time,The Student and Teacher Body,No. of maths teachers,<ISCED5A> Qual Part Time,מורים,מספר מורים למתמטיקה,,2012
SC11Q01,Student Computers - Total number of students in the <national modal grade for 15-year-olds>,The School's Resources,Student Computers , Total number of students,בית הספר,מספר תלמידים,בשכבה י,2012
SC11Q02,Student Computers - Computers for Education,The School's Resources,Student Computers , Computers for Education,משאבי בית הספר,מחשבים לצרכים לימודיים,בערך כמה מחשבים עומדים לרשות תלמידים אלה לצרכים לימודיים,2012
SC11Q03,Student Computers - Computers with Internet,The School's Resources,Student Computers , Computers with Internet,משאבי בית הספר,מחשבים מחוברים לאינטרנט,"בערך כמה מחשבים מתוך הנ""ל מחוברים לאינטרנט",2012
SC13Q01,Internet schoolwork - Lessons,The School's Resources,Internet schoolwork , Lessons,משאבי בית הספר,שימוש באינטרנט,בשיעורים,2012
SC13Q02,Internet schoolwork - Homework,The School's Resources,Internet schoolwork , Homework,משאבי בית הספר,שימוש באינטרנט,בשיעורי בית,2012
SC13Q03,Internet schoolwork - Assignments,The School's Resources,Internet schoolwork , Assignments,משאבי בית הספר,שימוש באינטרנט,במשימות,2012
SC14Q01,Shortage - Science teachers,The School's Resources,Shortage , Science teachers,מורים,מחסור במורים,מורים מוסמכים למדעים,2012
SC14Q02,Shortage - Maths teachers,The School's Resources,Shortage , Maths teachers,מורים,מחסור במורים,מורים מוסמכים למתמטיקה,2012
SC14Q03,Shortage - <Test language> teachers,The School's Resources,Shortage , <Test language> teachers,מורים,מחסור במורים,מורים מוסמכים למקצועות השפה,2012
SC14Q04,Shortage - Other teachers,The School's Resources,Shortage , Other teachers,מורים,מחסור במורים,מורים מוסמכים למקצועות אחרים,2012
SC14Q05,Shortage - Science lab equipment,The School's Resources,Shortage , Science lab equipment,משאבי בית הספר,מחסור,ציוד או ציוד מקולקל במעבדות המדעים,2012
SC14Q06,Shortage - Instructional materials,The School's Resources,Shortage , Instructional materials,משאבי בית הספר,מחסור,חומרי הדרכה או אי התאמה שלהם (לדוגמה,2012
SC14Q07,Shortage - Computers for instruction,The School's Resources,Shortage , Computers for instruction,משאבי בית הספר,מחסור,מחשבים להוראה או אי תקינות שלהם,2012
SC14Q08,Shortage - Internet connectivity,The School's Resources,Shortage , Internet connectivity,משאבי בית הספר,מחסור,תקשורת אינטרנט או אי תקינות שלה,2012
SC14Q09,Shortage - Computer software,The School's Resources,Shortage , Computer software,משאבי בית הספר,מחסור,תוכנות מחשב להוראה (לומדות) או אי התאמה שלהן,2012
SC14Q10,Shortage - Library materials,The School's Resources,Shortage , Library materials,משאבי בית הספר,מחסור,חומרי ספריה או אי התאמה שלהם,2012
SC14Q11,Shortage - Buildings and grounds,The School's Resources,Shortage , Buildings and grounds,משאבי בית הספר,מחסור,בניינים ושטח,2012
SC14Q12,Shortage - Heating/cooling and lighting,The School's Resources,Shortage , Heating/cooling and lighting,משאבי בית הספר,מחסור,מזגנים ואור,2012
SC14Q13,Shortage - Instructional space,The School's Resources,Shortage , Instructional space,משאבי בית הספר,מחסור,שטח לימוד,2012
SC15Q01,Ability grouping - Similar content/different difficulty,School Instruction Curriculum and Assessment,Ability grouping,Similar content/different difficulty,תכנית הלימודים,תכנים לימודיים,תוכן זהה לכולם,2012
SC15Q02,Ability grouping - Different content/different difficulty,School Instruction Curriculum and Assessment,Ability grouping,Different content/different difficulty,תכנית הלימודים,תכנים לימודיים,תוכן מותאם,2012
SC15Q03,Ability grouping - Grouped by ability,School Instruction Curriculum and Assessment,Ability grouping,Grouped by ability,תכנית הלימודים,חלוקת כיתות,הקבצות,2012
SC15Q04,Ability grouping - Not grouped by ability,School Instruction Curriculum and Assessment,Ability grouping,Not grouped by ability,תכנית הלימודים,חלוקת כיתות,כיתות הטרוגניות,2012
SC16Q01,Activities - Band,School Instruction Curriculum and Assessment,Activities,Band,בית הספר,פעילויות,להקה,2012
SC16Q02,Activities - School play,School Instruction Curriculum and Assessment,Activities,School play,בית הספר,פעילויות,הצגה או מחזמר של בית הספר,2012
SC16Q03,Activities - Yearbook or newspaper,School Instruction Curriculum and Assessment,Activities ,Yearbook or newspaper,בית הספר,פעילויות,ספר מחזור או עיתון בית ספר,2012
SC16Q04,Activities - Volunteering,School Instruction Curriculum and Assessment,Activities,Volunteering,בית הספר,פעילויות,פעילויות התנדבות,2012
SC16Q05,Activities - Mathematics club,School Instruction Curriculum and Assessment,Activities,Mathematics club,בית הספר,פעילויות,מועדון מתמטיקה,2012
SC16Q06,Activities - Mathematics competitions,School Instruction Curriculum and Assessment,Activities,Mathematics competitions,בית הספר,פעילויות,תחרויות מתמטיקה,2012
SC16Q07,Activities - Chess club,School Instruction Curriculum and Assessment,Activities,Chess club,בית הספר,פעילויות,מועדון שחמט,2012
SC16Q08,Activities - Computer or ICT club,School Instruction Curriculum and Assessment,Activities,Computer or ICT club,בית הספר,פעילויות,מועדון מחשבים,2012
SC16Q09,Activities - Art club,School Instruction Curriculum and Assessment,Activities,Art club,בית הספר,פעילויות,מועדון אמנות,2012
SC16Q10,Activities - Sporting team,School Instruction Curriculum and Assessment,Activities,Sporting team,בית הספר,פעילויות,קבוצת ספורט,2012
SC16Q11,Activities - <country specific item>,School Instruction Curriculum and Assessment,Activities,<country specific item>,תכנית הלימודים,פעילויות,,2012
SC18Q01,Assessments - Child's Progress,School Instruction Curriculum and Assessment,Assessments,Child's Progress,תכנית הלימודים,הערכה,התקדמות הילד,2012
SC18Q02,Assessments - Student Promotion,School Instruction Curriculum and Assessment,Assessments,Student Promotion,תכנית הלימודים,הערכה,קידום התלמיד,2012
SC18Q03,Assessments - Instruction,School Instruction Curriculum and Assessment,Assessments,Instruction,תכנית הלימודים,הערכה,,2012
SC18Q04,Assessments - National Performance,School Instruction Curriculum and Assessment,Assessments,National Performance,תכנית הלימודים,הערכה,,2012
SC18Q05,Assessments - School's Progress,School Instruction Curriculum and Assessment,Assessments,School's Progress,תכנית הלימודים,הערכה,התקדמות בית הספר,2012
SC18Q06,Assessments - Teachers,School Instruction Curriculum and Assessment,Assessments,Teachers,תכנית הלימודים,הערכה,מבחנים שחיברו מורי בית הספר,2012
SC18Q07,Assessments - Curriculum,School Instruction Curriculum and Assessment,Assessments,Curriculum,תכנית הלימודים,הערכה,תכנית לימודים,2012
SC18Q08,Assessments - Other Schools,School Instruction Curriculum and Assessment,Assessments,Other Schools,תכנית הלימודים,הערכה,בתי ספר אחרים,2012
SC19Q01,Achievement - Posted Publicly,School Instruction Curriculum and Assessment,Achievement,Posted Publicly,תכנית הלימודים,הישגים,,2012
SC19Q02,Achievement - Tracked by Authority,School Instruction Curriculum and Assessment,Achievement,Tracked by Authority,תכנית הלימודים,הישגים,,2012
SC20Q01,Additional maths lessons,School Instruction Curriculum and Assessment,Additional maths lessons,Amount,תכנית הלימודים,שיעורי עזר במתמטיקה,כמות,2012
SC21Q05,Purpose of additional maths lessons,School Instruction Curriculum and Assessment,Additional maths lessons,Purpose,תכנית הלימודים,שיעורי עזר במתמטיקה,מטרה,2012
SC22Q01,Learning Hindrance - Students truancy,School Climate,Learning Hindrance , Students truancy,אקלים בית הספר,,,2012
SC22Q02,Learning Hindrance - Skipping classes,School Climate,Learning Hindrance , Skipping classes,אקלים בית הספר,,,2012
SC22Q03,Learning Hindrance - Students being late,School Climate,Learning Hindrance , Students being late,אקלים בית הספר,,,2012
SC22Q04,Learning Hindrance - Students skipping events,School Climate,Learning Hindrance , Students skipping events,אקלים בית הספר,,,2012
SC22Q05,Learning Hindrance - Students lacking respect,School Climate,Learning Hindrance , Students lacking respect,אקלים בית הספר,,,2012
SC22Q06,Learning Hindrance - Students Disruption,School Climate,Learning Hindrance , Students Disruption,אקלים בית הספר,,,2012
SC22Q07,Learning Hindrance - Students drug use,School Climate,Learning Hindrance , Students drug use,אקלים בית הספר,,,2012
SC22Q08,Learning Hindrance - Students being bullied,School Climate,Learning Hindrance , Students being bullied,אקלים בית הספר,,,2012
SC22Q09,Learning Hindrance - Students not encouraged,School Climate,Learning Hindrance , Students not encouraged,אקלים בית הספר,,,2012
SC22Q10,Learning Hindrance - Poor student-teacher relations,School Climate,Learning Hindrance ,Poor student-teacher relations,אקלים בית הספר,,,2012
