ID,description,Gender,ESCS,Performers,Average
ST44Q05,Attributions to Failure - Material Too Hard,Female,0,Not at all likely,3
ST44Q05,Attributions to Failure - Material Too Hard,Female,0,NA,36
ST44Q07,Attributions to Failure - Teacher Didnt Get Students Interested,Female,0,Very   Likely,13
ST44Q07,Attributions to Failure - Teacher Didnt Get Students Interested,Female,0,Likely,20
ST44Q07,Attributions to Failure - Teacher Didnt Get Students Interested,Female,0,Slightly likely,17
ST44Q07,Attributions to Failure - Teacher Didnt Get Students Interested,Female,0,Not at all likely,14
ST44Q07,Attributions to Failure - Teacher Didnt Get Students Interested,Female,0,NA,36
ST44Q08,Attributions to Failure - Unlucky,Female,0,Very   Likely,10
ST44Q08,Attributions to Failure - Unlucky,Female,0,Likely,18
ST44Q08,Attributions to Failure - Unlucky,Female,0,Slightly likely,18
ST44Q08,Attributions to Failure - Unlucky,Female,0,Not at all likely,18
ST44Q08,Attributions to Failure - Unlucky,Female,0,NA,36
ST46Q01,Math Work Ethic - Homework Completed in Time,Female,0,Strongly agree,14
ST46Q01,Math Work Ethic - Homework Completed in Time,Female,0,Agree,29
ST46Q01,Math Work Ethic - Homework Completed in Time,Female,0,Disagree,17
ST46Q01,Math Work Ethic - Homework Completed in Time,Female,0,Strongly disagree,4
ST46Q01,Math Work Ethic - Homework Completed in Time,Female,0,NA,36
ST46Q02,Math Work Ethic - Work Hard on Homework,Female,0,Strongly agree,14
ST46Q02,Math Work Ethic - Work Hard on Homework,Female,0,Agree,25
ST46Q02,Math Work Ethic - Work Hard on Homework,Female,0,Disagree,20
ST46Q02,Math Work Ethic - Work Hard on Homework,Female,0,Strongly disagree,5
ST46Q02,Math Work Ethic - Work Hard on Homework,Female,0,NA,36
ST46Q03,Math Work Ethic - Prepared for Exams,Female,0,Strongly agree,19
ST46Q03,Math Work Ethic - Prepared for Exams,Female,0,Agree,30
ST46Q03,Math Work Ethic - Prepared for Exams,Female,0,Disagree,12
ST46Q03,Math Work Ethic - Prepared for Exams,Female,0,Strongly disagree,3
ST46Q03,Math Work Ethic - Prepared for Exams,Female,0,NA,36
ST46Q04,Math Work Ethic - Study Hard for Quizzes,Female,0,Strongly agree,20
ST46Q04,Math Work Ethic - Study Hard for Quizzes,Female,0,Agree,23
ST46Q04,Math Work Ethic - Study Hard for Quizzes,Female,0,Disagree,17
ST46Q04,Math Work Ethic - Study Hard for Quizzes,Female,0,Strongly disagree,4
ST46Q04,Math Work Ethic - Study Hard for Quizzes,Female,0,NA,36
ST46Q05,Math Work Ethic - Study Until I Understand Everything,Female,0,Strongly agree,22
ST46Q05,Math Work Ethic - Study Until I Understand Everything,Female,0,Agree,29
ST46Q05,Math Work Ethic - Study Until I Understand Everything,Female,0,Disagree,10
ST46Q05,Math Work Ethic - Study Until I Understand Everything,Female,0,Strongly disagree,2
ST46Q05,Math Work Ethic - Study Until I Understand Everything,Female,0,NA,36
ST46Q06,Math Work Ethic - Pay Attention in Classes,Female,0,Strongly agree,23
ST46Q06,Math Work Ethic - Pay Attention in Classes,Female,0,Agree,30
ST46Q06,Math Work Ethic - Pay Attention in Classes,Female,0,Disagree,9
ST46Q06,Math Work Ethic - Pay Attention in Classes,Female,0,Strongly disagree,2
ST46Q06,Math Work Ethic - Pay Attention in Classes,Female,0,NA,36
ST46Q07,Math Work Ethic - Listen in Classes,Female,0,Strongly agree,23
ST46Q07,Math Work Ethic - Listen in Classes,Female,0,Agree,30
ST46Q07,Math Work Ethic - Listen in Classes,Female,0,Disagree,8
ST46Q07,Math Work Ethic - Listen in Classes,Female,0,Strongly disagree,2
ST46Q07,Math Work Ethic - Listen in Classes,Female,0,NA,37
ST46Q08,Math Work Ethic - Avoid Distractions When Studying,Female,0,Strongly agree,15
ST46Q08,Math Work Ethic - Avoid Distractions When Studying,Female,0,Agree,26
ST46Q08,Math Work Ethic - Avoid Distractions When Studying,Female,0,Disagree,19
ST46Q08,Math Work Ethic - Avoid Distractions When Studying,Female,0,Strongly disagree,3
ST46Q08,Math Work Ethic - Avoid Distractions When Studying,Female,0,NA,37
ST46Q09,Math Work Ethic - Keep Work Organized,Female,0,Strongly agree,27
ST46Q09,Math Work Ethic - Keep Work Organized,Female,0,Agree,25
ST46Q09,Math Work Ethic - Keep Work Organized,Female,0,Disagree,9
ST46Q09,Math Work Ethic - Keep Work Organized,Female,0,Strongly disagree,3
ST46Q09,Math Work Ethic - Keep Work Organized,Female,0,NA,36
ST48Q01,Math Intentions - Mathematics vs. Language Courses After School,Female,0,Courses after school Math,36
ST48Q01,Math Intentions - Mathematics vs. Language Courses After School,Female,0,Courses after school Test Language,21
ST48Q01,Math Intentions - Mathematics vs. Language Courses After School,Female,0,NA,43
ST48Q02,Math Intentions - Mathematics vs. Science Related Major in College,Female,0,Major in college Math,24
ST48Q02,Math Intentions - Mathematics vs. Science Related Major in College,Female,0,Major in college Science,30
ST48Q02,Math Intentions - Mathematics vs. Science Related Major in College,Female,0,NA,45
ST48Q03,Math Intentions - Study Harder in Mathematics vs. Language Classes,Female,0,Study harder Math,42
ST48Q03,Math Intentions - Study Harder in Mathematics vs. Language Classes,Female,0,Study harder Test Language,17
ST48Q03,Math Intentions - Study Harder in Mathematics vs. Language Classes,Female,0,NA,41
ST48Q04,Math Intentions - Take Maximum Number of Mathematics vs. Science Classes,Female,0,NA,100
ST48Q05,Math Intentions - Pursuing a Career That Involves Mathematics vs. Science,Female,0,Pursuing a career Math,25
ST48Q05,Math Intentions - Pursuing a Career That Involves Mathematics vs. Science,Female,0,Pursuing a career Science,29
ST48Q05,Math Intentions - Pursuing a Career That Involves Mathematics vs. Science,Female,0,NA,45
ST49Q01,Math Behaviour - Talk about Maths with Friends,Female,0,Always or almost always,7
ST49Q01,Math Behaviour - Talk about Maths with Friends,Female,0,Often,16
ST49Q01,Math Behaviour - Talk about Maths with Friends,Female,0,Sometimes,27
ST49Q01,Math Behaviour - Talk about Maths with Friends,Female,0,Never or rarely,14
ST49Q01,Math Behaviour - Talk about Maths with Friends,Female,0,NA,36
ST49Q02,Math Behaviour - Help Friends with Maths,Female,0,Always or almost always,7
ST49Q02,Math Behaviour - Help Friends with Maths,Female,0,Often,20
ST49Q02,Math Behaviour - Help Friends with Maths,Female,0,Sometimes,26
ST49Q02,Math Behaviour - Help Friends with Maths,Female,0,Never or rarely,10
ST49Q02,Math Behaviour - Help Friends with Maths,Female,0,NA,37
ST49Q03,Math Behaviour - <Extracurricular> Activity,Female,0,Always or almost always,5
ST49Q03,Math Behaviour - <Extracurricular> Activity,Female,0,Often,7
ST49Q03,Math Behaviour - <Extracurricular> Activity,Female,0,Sometimes,11
ST49Q03,Math Behaviour - <Extracurricular> Activity,Female,0,Never or rarely,40
ST49Q03,Math Behaviour - <Extracurricular> Activity,Female,0,NA,37
ST49Q04,Math Behaviour - Participate in Competitions,Female,0,Always or almost always,2
ST49Q04,Math Behaviour - Participate in Competitions,Female,0,Often,3
ST49Q04,Math Behaviour - Participate in Competitions,Female,0,Sometimes,7
ST49Q04,Math Behaviour - Participate in Competitions,Female,0,Never or rarely,52
ST49Q04,Math Behaviour - Participate in Competitions,Female,0,NA,37
ST49Q05,Math Behaviour - Study More Than 2 Extra Hours a Day,Female,0,Always or almost always,5
ST49Q05,Math Behaviour - Study More Than 2 Extra Hours a Day,Female,0,Often,8
ST49Q05,Math Behaviour - Study More Than 2 Extra Hours a Day,Female,0,Sometimes,20
ST49Q05,Math Behaviour - Study More Than 2 Extra Hours a Day,Female,0,Never or rarely,31
ST49Q05,Math Behaviour - Study More Than 2 Extra Hours a Day,Female,0,NA,37
ST49Q06,Math Behaviour - Play Chess,Female,0,Always or almost always,2
ST49Q06,Math Behaviour - Play Chess,Female,0,Often,3
ST49Q06,Math Behaviour - Play Chess,Female,0,Sometimes,10
ST49Q06,Math Behaviour - Play Chess,Female,0,Never or rarely,48
ST49Q06,Math Behaviour - Play Chess,Female,0,NA,37
ST49Q07,Math Behaviour - Computer programming,Female,0,Always or almost always,4
ST49Q07,Math Behaviour - Computer programming,Female,0,Often,6
ST49Q07,Math Behaviour - Computer programming,Female,0,Sometimes,9
ST49Q07,Math Behaviour - Computer programming,Female,0,Never or rarely,44
ST49Q07,Math Behaviour - Computer programming,Female,0,NA,37
ST49Q09,Math Behaviour - Participate in Math Club,Female,0,Always or almost always,1
ST49Q09,Math Behaviour - Participate in Math Club,Female,0,Often,1
ST49Q09,Math Behaviour - Participate in Math Club,Female,0,Sometimes,3
ST49Q09,Math Behaviour - Participate in Math Club,Female,0,Never or rarely,57
ST49Q09,Math Behaviour - Participate in Math Club,Female,0,NA,37
ST53Q01,Learning Strategies- Important Parts vs. Existing Knowledge vs. Learn by Heart,Female,0,Most important,38
ST53Q01,Learning Strategies- Important Parts vs. Existing Knowledge vs. Learn by Heart,Female,0,relating to known,17
ST53Q01,Learning Strategies- Important Parts vs. Existing Knowledge vs. Learn by Heart,Female,0,by heart,8
ST53Q01,Learning Strategies- Important Parts vs. Existing Knowledge vs. Learn by Heart,Female,0,NA,38
ST53Q02,Learning Strategies- Improve Understanding vs. New Ways vs. Memory,Female,0,Improve understanding,32
ST53Q02,Learning Strategies- Improve Understanding vs. New Ways vs. Memory,Female,0,new ways,8
ST53Q02,Learning Strategies- Improve Understanding vs. New Ways vs. Memory,Female,0,check memory,22
ST53Q02,Learning Strategies- Improve Understanding vs. New Ways vs. Memory,Female,0,NA,38
ST53Q03,Learning Strategies - Other Subjects vs. Learning Goals vs. Rehearse Problems,Female,0,Relating to other subjects,6
ST53Q03,Learning Strategies - Other Subjects vs. Learning Goals vs. Rehearse Problems,Female,0,learning goals,38
ST53Q03,Learning Strategies - Other Subjects vs. Learning Goals vs. Rehearse Problems,Female,0,in my sleep,18
ST53Q03,Learning Strategies - Other Subjects vs. Learning Goals vs. Rehearse Problems,Female,0,NA,38
ST53Q04,Learning Strategies - Repeat Examples vs. Everyday Applications vs. More Information,Female,0,Repeat examples,37
ST53Q04,Learning Strategies - Repeat Examples vs. Everyday Applications vs. More Information,Female,0,everyday life,6
ST53Q04,Learning Strategies - Repeat Examples vs. Everyday Applications vs. More Information,Female,0,more information,19
ST53Q04,Learning Strategies - Repeat Examples vs. Everyday Applications vs. More Information,Female,0,NA,38
ST55Q01,Out of school lessons - <test lang>,Female,0,I do not attend <out-of-school time lessons> in this subject,47
ST55Q01,Out of school lessons - <test lang>,Female,0,Less than 2 hours a week,8
ST55Q01,Out of school lessons - <test lang>,Female,0,2 or more but less than 4 hours a week,6
ST55Q01,Out of school lessons - <test lang>,Female,0,4 or more but less than 6 hours a week,1
ST55Q01,Out of school lessons - <test lang>,Female,0,NA,38
ST55Q02,Out of school lessons - <maths>,Female,0,I do not attend <out-of-school time lessons> in this subject,30
ST55Q02,Out of school lessons - <maths>,Female,0,Less than 2 hours a week,15
ST55Q02,Out of school lessons - <maths>,Female,0,2 or more but less than 4 hours a week,12
ST55Q02,Out of school lessons - <maths>,Female,0,4 or more but less than 6 hours a week,3
ST55Q02,Out of school lessons - <maths>,Female,0,6 or more hours a week,2
ST55Q02,Out of school lessons - <maths>,Female,0,NA,38
ST55Q03,Out of school lessons - <science>,Female,0,I do not attend <out-of-school time lessons> in this subject,49
ST55Q03,Out of school lessons - <science>,Female,0,Less than 2 hours a week,6
ST55Q03,Out of school lessons - <science>,Female,0,2 or more but less than 4 hours a week,4
ST55Q03,Out of school lessons - <science>,Female,0,4 or more but less than 6 hours a week,2
ST55Q03,Out of school lessons - <science>,Female,0,6 or more hours a week,1
ST55Q03,Out of school lessons - <science>,Female,0,NA,38
ST55Q04,Out of school lessons - other,Female,0,I do not attend <out-of-school time lessons> in this subject,36
ST55Q04,Out of school lessons - other,Female,0,Less than 2 hours a week,14
ST55Q04,Out of school lessons - other,Female,0,2 or more but less than 4 hours a week,7
ST55Q04,Out of school lessons - other,Female,0,4 or more but less than 6 hours a week,3
ST55Q04,Out of school lessons - other,Female,0,6 or more hours a week,2
ST55Q04,Out of school lessons - other,Female,0,NA,38
ST57Q01,Out-of-School Study Time - Homework,Female,0,0,1
ST57Q01,Out-of-School Study Time - Homework,Female,0,1,8
ST57Q01,Out-of-School Study Time - Homework,Female,0,2,11
ST57Q01,Out-of-School Study Time - Homework,Female,0,3,8
ST57Q01,Out-of-School Study Time - Homework,Female,0,4,7
ST57Q01,Out-of-School Study Time - Homework,Female,0,5,7
ST57Q01,Out-of-School Study Time - Homework,Female,0,6,4
ST57Q01,Out-of-School Study Time - Homework,Female,0,7,3
ST57Q01,Out-of-School Study Time - Homework,Female,0,8,3
ST57Q01,Out-of-School Study Time - Homework,Female,0,9,1
ST57Q01,Out-of-School Study Time - Homework,Female,0,10,3
ST57Q01,Out-of-School Study Time - Homework,Female,0,12,1
ST57Q01,Out-of-School Study Time - Homework,Female,0,14,1
ST57Q01,Out-of-School Study Time - Homework,Female,0,15,1
ST57Q01,Out-of-School Study Time - Homework,Female,0,20,1
ST57Q01,Out-of-School Study Time - Homework,Female,0,NA,40
ST57Q02,Out-of-School Study Time - Guided Homework,Female,0,0,21
ST57Q02,Out-of-School Study Time - Guided Homework,Female,0,1,14
ST57Q02,Out-of-School Study Time - Guided Homework,Female,0,2,9
ST57Q02,Out-of-School Study Time - Guided Homework,Female,0,3,4
ST57Q02,Out-of-School Study Time - Guided Homework,Female,0,4,2
ST57Q02,Out-of-School Study Time - Guided Homework,Female,0,5,1
ST57Q02,Out-of-School Study Time - Guided Homework,Female,0,6,1
ST57Q02,Out-of-School Study Time - Guided Homework,Female,0,NA,47
ST57Q03,Out-of-School Study Time - Personal Tutor,Female,0,0,27
ST57Q03,Out-of-School Study Time - Personal Tutor,Female,0,1,10
ST57Q03,Out-of-School Study Time - Personal Tutor,Female,0,2,11
ST57Q03,Out-of-School Study Time - Personal Tutor,Female,0,3,4
ST57Q03,Out-of-School Study Time - Personal Tutor,Female,0,4,3
ST57Q03,Out-of-School Study Time - Personal Tutor,Female,0,5,1
ST57Q03,Out-of-School Study Time - Personal Tutor,Female,0,6,1
ST57Q03,Out-of-School Study Time - Personal Tutor,Female,0,NA,42
ST57Q04,Out-of-School Study Time - Commercial Company,Female,0,0,41
ST57Q04,Out-of-School Study Time - Commercial Company,Female,0,1,4
ST57Q04,Out-of-School Study Time - Commercial Company,Female,0,2,4
ST57Q04,Out-of-School Study Time - Commercial Company,Female,0,3,2
ST57Q04,Out-of-School Study Time - Commercial Company,Female,0,4,2
ST57Q04,Out-of-School Study Time - Commercial Company,Female,0,5,1
ST57Q04,Out-of-School Study Time - Commercial Company,Female,0,NA,44
ST57Q05,Out-of-School Study Time - With Parent,Female,0,0,28
ST57Q05,Out-of-School Study Time - With Parent,Female,0,1,15
ST57Q05,Out-of-School Study Time - With Parent,Female,0,2,8
ST57Q05,Out-of-School Study Time - With Parent,Female,0,3,3
ST57Q05,Out-of-School Study Time - With Parent,Female,0,4,1
ST57Q05,Out-of-School Study Time - With Parent,Female,0,5,1
ST57Q05,Out-of-School Study Time - With Parent,Female,0,NA,42
ST57Q06,Out-of-School Study Time - Computer,Female,0,0,31
ST57Q06,Out-of-School Study Time - Computer,Female,0,1,12
ST57Q06,Out-of-School Study Time - Computer,Female,0,2,7
ST57Q06,Out-of-School Study Time - Computer,Female,0,3,3
ST57Q06,Out-of-School Study Time - Computer,Female,0,4,2
ST57Q06,Out-of-School Study Time - Computer,Female,0,5,1
ST57Q06,Out-of-School Study Time - Computer,Female,0,6,1
ST57Q06,Out-of-School Study Time - Computer,Female,0,NA,42
ST61Q01,Experience with Applied Maths Tasks - Use <Train Timetable>,Female,0,Frequently,8
ST61Q01,Experience with Applied Maths Tasks - Use <Train Timetable>,Female,0,Sometimes,16
ST61Q01,Experience with Applied Maths Tasks - Use <Train Timetable>,Female,0,Rarely ,14
ST61Q01,Experience with Applied Maths Tasks - Use <Train Timetable>,Female,0,Never ,23
ST61Q01,Experience with Applied Maths Tasks - Use <Train Timetable>,Female,0,NA,38
ST61Q02,Experience with Applied Maths Tasks - Calculate Price including Tax,Female,0,Frequently,8
ST61Q02,Experience with Applied Maths Tasks - Calculate Price including Tax,Female,0,Sometimes,16
ST61Q02,Experience with Applied Maths Tasks - Calculate Price including Tax,Female,0,Rarely ,13
ST61Q02,Experience with Applied Maths Tasks - Calculate Price including Tax,Female,0,Never ,26
ST61Q02,Experience with Applied Maths Tasks - Calculate Price including Tax,Female,0,NA,38
ST61Q03,Experience with Applied Maths Tasks - Calculate Square Metres,Female,0,Frequently,8
ST61Q03,Experience with Applied Maths Tasks - Calculate Square Metres,Female,0,Sometimes,18
ST61Q03,Experience with Applied Maths Tasks - Calculate Square Metres,Female,0,Rarely ,16
ST61Q03,Experience with Applied Maths Tasks - Calculate Square Metres,Female,0,Never ,20
ST61Q03,Experience with Applied Maths Tasks - Calculate Square Metres,Female,0,NA,38
ST61Q04,Experience with Applied Maths Tasks - Understand Scientific Tables,Female,0,Frequently,16
ST61Q04,Experience with Applied Maths Tasks - Understand Scientific Tables,Female,0,Sometimes,22
ST61Q04,Experience with Applied Maths Tasks - Understand Scientific Tables,Female,0,Rarely ,12
ST61Q04,Experience with Applied Maths Tasks - Understand Scientific Tables,Female,0,Never ,12
ST61Q04,Experience with Applied Maths Tasks - Understand Scientific Tables,Female,0,NA,38
ST61Q05,Experience with Pure Maths Tasks - Solve Equation 1,Female,0,Frequently,44
ST61Q05,Experience with Pure Maths Tasks - Solve Equation 1,Female,0,Sometimes,11
ST61Q05,Experience with Pure Maths Tasks - Solve Equation 1,Female,0,Rarely ,4
ST61Q05,Experience with Pure Maths Tasks - Solve Equation 1,Female,0,Never ,3
ST61Q05,Experience with Pure Maths Tasks - Solve Equation 1,Female,0,NA,38
ST61Q06,Experience with Applied Maths Tasks - Use a Map to Calculate Distance,Female,0,Frequently,7
ST61Q06,Experience with Applied Maths Tasks - Use a Map to Calculate Distance,Female,0,Sometimes,13
ST61Q06,Experience with Applied Maths Tasks - Use a Map to Calculate Distance,Female,0,Rarely ,20
ST61Q06,Experience with Applied Maths Tasks - Use a Map to Calculate Distance,Female,0,Never ,22
ST61Q06,Experience with Applied Maths Tasks - Use a Map to Calculate Distance,Female,0,NA,38
ST61Q07,Experience with Pure Maths Tasks - Solve Equation 2,Female,0,Frequently,44
ST61Q07,Experience with Pure Maths Tasks - Solve Equation 2,Female,0,Sometimes,12
ST61Q07,Experience with Pure Maths Tasks - Solve Equation 2,Female,0,Rarely ,3
ST61Q07,Experience with Pure Maths Tasks - Solve Equation 2,Female,0,Never ,3
ST61Q07,Experience with Pure Maths Tasks - Solve Equation 2,Female,0,NA,38
ST61Q08,Experience with Applied Maths Tasks - Calculate Power Consumption Rate,Female,0,Frequently,7
ST61Q08,Experience with Applied Maths Tasks - Calculate Power Consumption Rate,Female,0,Sometimes,13
ST61Q08,Experience with Applied Maths Tasks - Calculate Power Consumption Rate,Female,0,Rarely ,17
ST61Q08,Experience with Applied Maths Tasks - Calculate Power Consumption Rate,Female,0,Never ,24
ST61Q08,Experience with Applied Maths Tasks - Calculate Power Consumption Rate,Female,0,NA,38
ST61Q09,Experience with Applied Maths Tasks - Solve Equation 3,Female,0,Frequently,43
ST61Q09,Experience with Applied Maths Tasks - Solve Equation 3,Female,0,Sometimes,12
ST61Q09,Experience with Applied Maths Tasks - Solve Equation 3,Female,0,Rarely ,4
ST61Q09,Experience with Applied Maths Tasks - Solve Equation 3,Female,0,Never ,3
ST61Q09,Experience with Applied Maths Tasks - Solve Equation 3,Female,0,NA,38
ST62Q01,Familiarity with Math Concepts - Exponential Function,Female,0,Never heard of it,35
ST62Q01,Familiarity with Math Concepts - Exponential Function,Female,0,Heard of it once or twice,11
ST62Q01,Familiarity with Math Concepts - Exponential Function,Female,0,Heard of it a few times,7
ST62Q01,Familiarity with Math Concepts - Exponential Function,Female,0,Heard of it often,4
ST62Q01,Familiarity with Math Concepts - Exponential Function,Female,0,Know it well,  understand the concept,4
ST62Q01,Familiarity with Math Concepts - Exponential Function,Female,0,NA,38
ST62Q02,Familiarity with Math Concepts - Divisor,Female,0,Never heard of it,18
ST62Q02,Familiarity with Math Concepts - Divisor,Female,0,Heard of it once or twice,8
ST62Q02,Familiarity with Math Concepts - Divisor,Female,0,Heard of it a few times,8
ST62Q02,Familiarity with Math Concepts - Divisor,Female,0,Heard of it often,9
ST62Q02,Familiarity with Math Concepts - Divisor,Female,0,Know it well,  understand the concept,18
ST62Q02,Familiarity with Math Concepts - Divisor,Female,0,NA,39
ST62Q03,Familiarity with Math Concepts - Quadratic Function,Female,0,Never heard of it,5
ST62Q03,Familiarity with Math Concepts - Quadratic Function,Female,0,Heard of it once or twice,4
ST62Q03,Familiarity with Math Concepts - Quadratic Function,Female,0,Heard of it a few times,4
ST62Q03,Familiarity with Math Concepts - Quadratic Function,Female,0,Heard of it often,9
ST62Q03,Familiarity with Math Concepts - Quadratic Function,Female,0,Know it well,  understand the concept,39
ST62Q03,Familiarity with Math Concepts - Quadratic Function,Female,0,NA,39
ST62Q04,Overclaiming - Proper Number,Female,0,Never heard of it,25
ST62Q04,Overclaiming - Proper Number,Female,0,Heard of it once or twice,10
ST62Q04,Overclaiming - Proper Number,Female,0,Heard of it a few times,9
ST62Q04,Overclaiming - Proper Number,Female,0,Heard of it often,6
ST62Q04,Overclaiming - Proper Number,Female,0,Know it well,  understand the concept,11
ST62Q04,Overclaiming - Proper Number,Female,0,NA,39
ST62Q06,Familiarity with Math Concepts - Linear Equation,Female,0,Never heard of it,10
ST62Q06,Familiarity with Math Concepts - Linear Equation,Female,0,Heard of it once or twice,4
ST62Q06,Familiarity with Math Concepts - Linear Equation,Female,0,Heard of it a few times,4
ST62Q06,Familiarity with Math Concepts - Linear Equation,Female,0,Heard of it often,9
ST62Q06,Familiarity with Math Concepts - Linear Equation,Female,0,Know it well,  understand the concept,34
ST62Q06,Familiarity with Math Concepts - Linear Equation,Female,0,NA,39
ST62Q07,Familiarity with Math Concepts - Vectors,Female,0,Never heard of it,45
ST62Q07,Familiarity with Math Concepts - Vectors,Female,0,Heard of it once or twice,6
ST62Q07,Familiarity with Math Concepts - Vectors,Female,0,Heard of it a few times,4
ST62Q07,Familiarity with Math Concepts - Vectors,Female,0,Heard of it often,2
ST62Q07,Familiarity with Math Concepts - Vectors,Female,0,Know it well,  understand the concept,5
ST62Q07,Familiarity with Math Concepts - Vectors,Female,0,NA,39
ST62Q08,Familiarity with Math Concepts - Complex Number,Female,0,Never heard of it,24
ST62Q08,Familiarity with Math Concepts - Complex Number,Female,0,Heard of it once or twice,8
ST62Q08,Familiarity with Math Concepts - Complex Number,Female,0,Heard of it a few times,9
ST62Q08,Familiarity with Math Concepts - Complex Number,Female,0,Heard of it often,8
ST62Q08,Familiarity with Math Concepts - Complex Number,Female,0,Know it well,  understand the concept,12
ST62Q08,Familiarity with Math Concepts - Complex Number,Female,0,NA,39
ST62Q09,Familiarity with Math Concepts - Rational Number,Female,0,Never heard of it,15
ST62Q09,Familiarity with Math Concepts - Rational Number,Female,0,Heard of it once or twice,7
ST62Q09,Familiarity with Math Concepts - Rational Number,Female,0,Heard of it a few times,9
ST62Q09,Familiarity with Math Concepts - Rational Number,Female,0,Heard of it often,10
ST62Q09,Familiarity with Math Concepts - Rational Number,Female,0,Know it well,  understand the concept,20
ST62Q09,Familiarity with Math Concepts - Rational Number,Female,0,NA,39
ST62Q10,Familiarity with Math Concepts - Radicals,Female,0,Never heard of it,4
ST62Q10,Familiarity with Math Concepts - Radicals,Female,0,Heard of it once or twice,2
ST62Q10,Familiarity with Math Concepts - Radicals,Female,0,Heard of it a few times,4
ST62Q10,Familiarity with Math Concepts - Radicals,Female,0,Heard of it often,7
ST62Q10,Familiarity with Math Concepts - Radicals,Female,0,Know it well,  understand the concept,45
ST62Q10,Familiarity with Math Concepts - Radicals,Female,0,NA,39
ST62Q11,Overclaiming - Subjunctive Scaling,Female,0,Never heard of it,30
ST62Q11,Overclaiming - Subjunctive Scaling,Female,0,Heard of it once or twice,11
ST62Q11,Overclaiming - Subjunctive Scaling,Female,0,Heard of it a few times,10
ST62Q11,Overclaiming - Subjunctive Scaling,Female,0,Heard of it often,5
ST62Q11,Overclaiming - Subjunctive Scaling,Female,0,Know it well,  understand the concept,5
ST62Q11,Overclaiming - Subjunctive Scaling,Female,0,NA,39
ST62Q12,Familiarity with Math Concepts - Polygon,Female,0,Never heard of it,6
ST62Q12,Familiarity with Math Concepts - Polygon,Female,0,Heard of it once or twice,4
ST62Q12,Familiarity with Math Concepts - Polygon,Female,0,Heard of it a few times,9
ST62Q12,Familiarity with Math Concepts - Polygon,Female,0,Heard of it often,10
ST62Q12,Familiarity with Math Concepts - Polygon,Female,0,Know it well,  understand the concept,33
ST62Q12,Familiarity with Math Concepts - Polygon,Female,0,NA,38
ST62Q13,Overclaiming - Declarative Fraction,Female,0,Never heard of it,42
ST62Q13,Overclaiming - Declarative Fraction,Female,0,Heard of it once or twice,8
ST62Q13,Overclaiming - Declarative Fraction,Female,0,Heard of it a few times,6
ST62Q13,Overclaiming - Declarative Fraction,Female,0,Heard of it often,3
ST62Q13,Overclaiming - Declarative Fraction,Female,0,Know it well,  understand the concept,3
ST62Q13,Overclaiming - Declarative Fraction,Female,0,NA,39
ST62Q15,Familiarity with Math Concepts - Congruent Figure,Female,0,Never heard of it,8
ST62Q15,Familiarity with Math Concepts - Congruent Figure,Female,0,Heard of it once or twice,4
ST62Q15,Familiarity with Math Concepts - Congruent Figure,Female,0,Heard of it a few times,5
ST62Q15,Familiarity with Math Concepts - Congruent Figure,Female,0,Heard of it often,8
ST62Q15,Familiarity with Math Concepts - Congruent Figure,Female,0,Know it well,  understand the concept,36
ST62Q15,Familiarity with Math Concepts - Congruent Figure,Female,0,NA,39
ST62Q16,Familiarity with Math Concepts - Cosine,Female,0,Never heard of it,16
ST62Q16,Familiarity with Math Concepts - Cosine,Female,0,Heard of it once or twice,4
ST62Q16,Familiarity with Math Concepts - Cosine,Female,0,Heard of it a few times,4
ST62Q16,Familiarity with Math Concepts - Cosine,Female,0,Heard of it often,6
ST62Q16,Familiarity with Math Concepts - Cosine,Female,0,Know it well,  understand the concept,32
ST62Q16,Familiarity with Math Concepts - Cosine,Female,0,NA,39
ST62Q17,Familiarity with Math Concepts - Arithmetic Mean,Female,0,Never heard of it,13
ST62Q17,Familiarity with Math Concepts - Arithmetic Mean,Female,0,Heard of it once or twice,6
ST62Q17,Familiarity with Math Concepts - Arithmetic Mean,Female,0,Heard of it a few times,6
ST62Q17,Familiarity with Math Concepts - Arithmetic Mean,Female,0,Heard of it often,8
ST62Q17,Familiarity with Math Concepts - Arithmetic Mean,Female,0,Know it well,  understand the concept,28
ST62Q17,Familiarity with Math Concepts - Arithmetic Mean,Female,0,NA,39
ST62Q19,Familiarity with Math Concepts - Probability,Female,0,Never heard of it,8
ST62Q19,Familiarity with Math Concepts - Probability,Female,0,Heard of it once or twice,4
ST62Q19,Familiarity with Math Concepts - Probability,Female,0,Heard of it a few times,8
ST62Q19,Familiarity with Math Concepts - Probability,Female,0,Heard of it often,10
ST62Q19,Familiarity with Math Concepts - Probability,Female,0,Know it well,  understand the concept,33
ST62Q19,Familiarity with Math Concepts - Probability,Female,0,NA,38
ST69Q01,Min in <class period> - <test lang>,Female,0,40,1
ST69Q01,Min in <class period> - <test lang>,Female,0,45,49
ST69Q01,Min in <class period> - <test lang>,Female,0,50,1
ST69Q01,Min in <class period> - <test lang>,Female,0,60,1
ST69Q01,Min in <class period> - <test lang>,Female,0,90,3
ST69Q01,Min in <class period> - <test lang>,Female,0,135,1
ST69Q01,Min in <class period> - <test lang>,Female,0,NA,41
ST69Q02,Min in <class period> - <Maths>,Female,0,40,2
ST69Q02,Min in <class period> - <Maths>,Female,0,45,45
